label,text
false,"Three presidents in the last century Harding, Kennedy and Reagan all cut taxes during recessions and produced ""rapid and dramatic economic recoveries,"" while two, Herbert Hoover and Barack Obama, did ""the opposite."""
true,"The income of the top 1 percent nearly quadrupled from 1979 to 2007, but the typical familys incomes barely budged."
true,John McCain has voted with George Bush 90 percent of the time.
false,"Says, In the last four years weve cut $36 million in ongoing revenue."
true,"Financial conflict-of-interest laws dont apply to the president, right? So, the president doesnt have to have a blind trust."
false,"It's just outrageous that under President Bush, the National Institutes of Health have been basically decreased in funding."
false,Kathryn Starkey joined forces with liberal Democrats on a historic sales tax hike.
false,Says Maggie Hassan is the only female governor in the country.
false,Thomas Paine wrote that the duty of a patriot is to protect his country from his government.
true,"The radiation coming from the new TSA body scanners is equivalent to about three minutes worth of air travel by anybody, say, at 30,000 feet."
false,U.S. Senate candidate Todd Akin was partly right that a womans body has a way of shutting down so that a pregnancy doesnt occur if shes raped.
false,The new health care law crushes small businesses with billions in penalties.
false,"The fact is that although we have had a president who is opposed to abortion over the last eight years, abortions have not gone down.''	abortion	barack-obama	President	Illinois	democrat	70	71	160	163	9	a TV interview with megachurch pastor Rick Warren in Lake Forest, Calif.
2724.json	true	Most of the jobs that we lost were lost before the economic policies we put in place had any effect.	economy,job-accomplishments,jobs,stimulus	barack-obama	President	Illinois	democrat	70	71	160	163	9	an interview on The Daily Show with Jon Stewart"""
true,Says every school will be negatively impacted if Education Stability Fund is not tapped.
false,I was the first member of Congress to call him (Barack Obama) a socialist...
true,We send a billion dollars to foreign countries every day because of our addiction to foreign oil.
false,South Korea doesnt pay the United States for U.S. troops that protect their country.
false,Says U.S. is giving seven Alaskan islands to Russia.
true,Says the military accounts for about 10 percent of Floridas economy.
false,Medicaid expansion could cost the Commonwealth of Virginia over $1 billion a year...
false,"The Islamic State is so small it couldnt fill a DoubleAballpark in Charleston, W. Va."
false,There is no evidence that poor people abuse drugs more frequently than any other socio-economic group.
true,Wisconsin is #1 in the Midwest for personal income growth over the year.
false,"The Democrats' health care bills would provide ""free health care for illegal immigrants."""
false,"[If] you apply for a job, the chances are 1 in 7 that you are going to be denied that job unfairly if everybody is forced to use E-Verify."
true,Some politicians want to put new taxes on a lot of groceries.
false,Says she never received nor sent any material that was marked classified on her private email server whilesecretary of state.
false,"When I was growing up as a kid in the city of Milwaukee, if we averaged 4 homicides a year in the entire city that was a record number."
true,My opponent on day one of this campaign attacked me on Medicare and Medicare Advantage and that claim was found to be False.
false,Some city of Atlanta employees have not had raises in eight years.
false,"Says U.S. Senate candidate Tommy Thompson admitted that Washington, D.C., changed him into an insider selling his influence to make millions from powerful special interests."
false,Now we have ISIS coming over the (U.S.-Mexico) border.
false,For every single scientist that tells you (global warming is) happening and that its our fault...I can stack up another group of reports that say just the opposite.
false,Millions of Americans are paying more and getting less under Obamacare.
false,"When he took office in 2009, President Barack Obama had the biggest Democratic majorities in Congress since Lyndon Johnson."
false,Says Barack Obama is getting his nominees confirmed faster than President (George W.) Bush was at the same time in his second term.
true,Says Obama promised to cut the deficit in half.
true,"In 2009, Democratic Wisconsin state senators rammed through a billion-dollar tax hike in 24 hours with no public input."
true,90% of Americans want national background checks that close loopholes.
false,"Dozens of artists, including Justin Timberlake, Jay Z and Rihanna, are canceling Florida shows like Stevie Wonder in protest of stand your ground."
true,Says Newt Gingrichs contract was with the lobbyists at Freddie Mac.
true,On deporting illegal immigrants.
false,The countrys bankrupt.
false,"Preventive care ""saves money."""
false,"Says Connie Mack IV co-sponsored a bill to take a third of the Social Security Trust Fund ... give it in individual accounts to the senior citizens, who then were to invest it in the stock market."
false,"Our National Guard, as we saw in the Midwest flooding, can't function as effectively as it could. I was talking to National Guard representatives. Fifteen of their 17 helicopters in this region were overseas during the flooding."
true,Fulton County has successfully reduced the number of pregnancies among 15- to 19-year-olds.
false,Says Democrats cut $35 million from the state budget for Information Technology improvements.
false,Austins Pease Elementary is a school that was created as part of the Texas Constitution.
false,I was pretty proud of being the only guy on the stage that ever had a job in the private sector.
false,We dont need a separate (prescription drug) database ... Pharmacies already have a database in place.
false,FACT: Nothing in #Obamacare forces people out of their health plans.
true,"After J.D. Hayworth ""was voted out of Congress, he became a registered lobbyist"" who was ""paid thousands by a Florida corporation to lobby the very committee he used to serve on."""
true,Department of Education officials investigating Virginia Tech shootings have not once gotten into the car and driven down to Blacksburg to talk to the police chief or the university president or to anyone else.
true,"When Social Security was passed, there were all kinds of lawsuits, just as there have been in the legal battle over the new health care law."
false,Says Damascus disincorporation would produce NO significant tax savings.
false,Scott Walker opposed a plan to help Wisconsin students refinance their student loans.
false,Lee Zeldin missed 2/3rds of Veterans Affairs Hearings
false,"In Arizona, there are only one and a half (Border Patrol) agents per every 10 square miles."
false,"Loranne Ausleys a financial train wreck for taxpayers -- pushing gas taxes, property taxes, taxes on seniors."
false,I think we came down here (to Florida) one time ... but we weren't actively fundraising here.
false,Canadian-born Ted Cruz has had a double passport.
true,Says Holly Turner failed to vote in five straight Republican primaries.
false,The California governor says yes to poisoning more children with mercury and aluminum in vaccines.
true,Says Congressmen Paul Ryan and Todd Akin co-sponsored legislation to limit federal funding for abortion to victims of forcible rape.
false,SaysHillary Clinton wants to abolish the Second Amendment.
true,Less than half of the poorest American households have a home Internet subscription.
true,"During the past four years, average wages have barely budged."
true,Says under federal law we do not have any limitation on the number of guns and bullets we can buy.
false,Studies have shown that voter fraud is non-existent in Texas.
false,Its factually correct to say that Jennifer Brunner inherited at least 18 lawsuits when she came into the office that were a result of Ken Blackwells mismanagement of the 2004 election.
false,"There are 300,000 babies born deformed every year in this country because of women who are alcoholics while they're carrying those children to term."
false,"Today, we have two Vietnams, side by side, North and South, exchanging and working."
false,Says he got lobbied by a woman with late-stage cancer about vaccinating Texas girls against a virus that can cause cervical cancer.
true,Florida shelled out more money for drug testing than it saved by denying welfare benefits to people who tested positive for drugs.
true,Ive got a 94 percent career voting record in Congress while Bill Nelson has a 92 percent voting record.
true,"When I was secretary of state, I had a very high approval rating."
false,Kesha Rogers is not a Democrat.
false,Says House Republicans spent $50 million on 33 votes to repeal Obamacare.
true,Seventy of Ohios 88 counties now have more than 25 percent of their residents eligible for emergency food.
false,"It costs us, logistically, three times more to fight in Afghanistan than it does in any other place."
false,Says Thomas Jefferson helped craft the Constitution.
true,"Right now, here in Texas, wind power is already cheaper than dirty fossil fuels."
false,A recent economic uptick appears to coincide with the expectation of a new Republican Congress.
false,"I was one of the few, very few, who voted `no on the Iran deal."
true,"He (Kirk) did violate Pentagon rules, twice actually, for improperly mingling politics with his military service."
true,Oregon has never before tried to create a land-use plan for what it should look like for 50 years.
false,On expanding Medicaid under the Affordable Care Act.
false,"Doctors kill about 250,000 people a year in botched surgeries."
false,The White House branded the memorial service for the Tucson shootings with a Together We Thrive logo and slogan.
true,"By the end of this budget Im in right now, taxes will have been cut $4.7 billion in my state."
false,"President Eisenhower, on the night before the Normandy invasion...[wrote a] letter of resignation to the United States Army for the failure of the landings at Normandy."
false,"Barack Obama has ""reversed"" on his commitment ""to begin withdrawing American troops from Iraq immediately."""
false,"Between 2008 and 2014, criminal aliens accounted for 38 percentof all murder convictions in the five states of California, Texas, Arizona, Florida and New York."
false,Repealing Obamacare saves our nation more than $2 trillion.
false,We have constitutional amendment that says that there's a ban on drilling right off Florida's coast.
true,"In President Barack Obamas 2015 State of the Union address, the words al-Qaida were never used, the first time those words have not been used in a State of the Union address since February 2001."
true,McCain voted 19 times against a minimum-wage increase.
true,Says only four Texas legislators voted against a law giving in-state tuition rates to certain illegal immigrants.
false,Oregon is the most trade-dependent state in the nation
true,"In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington."
false,"Says Hillary Clinton is proposing to print instant work permits for millions of illegal immigrants to come in and take everybodys jobs, including low-income African-Americans."
true,"Were spending $12,000 bucks a kid a year in the school system."
false,I didnt support Sonia Sotomayor.
true,You can look at the propaganda on a lot of the terrorists sites and what Donald Trump saysabout Muslims is used to recruit fighters.
false,Says Chris Christie was the first governor in America to endorse Mitt Romney.
true,"In 2008, then-Sen. Barack Obama missed 60 or 70 percent of his votes. In 2004, John Kerry missed close to 60 to 70 percent and Bob Graham missed over 30 percent of his votes."
false,Texans eat more catfish than residents of all other states combined.
true,"January through November 2014, the year so far, were the hottest first 11 months of any year recorded."
true,"Says the federal health care law upheld by the Supreme Court has improved or saved the lives of more than 4,000 Texans otherwise prevented from obtaining health coverage due to pre-existing conditions."
true,"And, as of today, New Jersey state government has less employees than when Christie Whitman left office in 2001."
true,The Senate Republican education plan is an unfunded mandate for local school districts.
true,"John McCain has said the economy is ""not his strong suit."""
true,"Every day in the United States, we are losing 15 factories."
false,The current (agriculture) commissioner allowed tainted beef to be sent to school cafeterias.
true,"Congressman John Lewis, an American hero, made allegations that Sarah Palin and I were somehow associated with ... the worst chapter in American history. ... And, Senator Obama, you didn't repudiate those remarks."
true,"The national debt is equal to $48,700 for every American or $128,300 for every U.S. household. It is now equivalent to the size of our entire economy."
true,This week the House of Representatives voted to remove the word lunatic from federal law.
false,Says the states budget shortfall is not that much different than it was in 2003.
false,The overwhelming number of school districts reported their staff stayed the same or grew after the 2011-13 state budget
false,"Thirty million Americans, including a lot of people in Florida, are going to be able to get healthcare next year because of that law."
false,Theres only one candidate under investigation -- Terry McAuliffe.
true,"Currently, there is no one from South Austin on the (Austin City) Council!"
false,"We have been focusing so much, especially the Texas Department of Transportation, on that 97 percent of people in single-occupancy vehicles."
false,"When those restrictions expire (in the Iran nuclear deal), Iran will have an industrial-size military nuclear capability ready to go."
true,Sixty percent of the auto thefts that we have in (St. Petersburg) are caused by people leaving their keys in the car.
true,"Says if labor force participation rate were the same as when Barack Obama became president, unemployment would be 11 percent."
true,There was no surge in 501(c)(4) applications in 2010.
true,"Says 10 days after Hurricane Katrina, this chamber passed two separate bills amounting to $60 billion. It has been nearly two months since we had Superstorm Sandy, and nothing has passed."
false,President Barack Obamas budget threatens national security by proposing an Army of fewer personnel than we had before Pearl Harbor.
true,"The extra point is almost automatic. (The NFL) had five missed extra points this year out of 1,200 some odd attempts."
false,"Says that under his tax plan, no matter where you are in the stratosphere, youre going to be getting a tax cut."
false,"Says Texas has been waiting for two years for the federal government to act on a proposal to allow the state to ""create insurance opportunities for those that are uninsured today."""
false,Says he was endorsed by theValley News newspaper.
true,John McCain voted against funding the troops because of . . . a timeline in it to draw down American troops.
false,"We had a massive landslide victory, as you know, in the Electoral College."
false,A new bill was written into the new health care reform initiative ensuring that Congress will be 100 percent exempt.
true,"Voting in the wrong precinct led to over 14,000 registered voters statewide to lose their vote in 2008."
false,"The form students fill out to get college financial aid is ""longer than the form to get U.S. citizenship."""
true,"In Harrisburg, I passed more bills than all the Democrats combined, in terms of legislation affecting the city."
true,"This year, Newt Gingrich has raised as much money as Mitt Romney, Tim Pawlenty, Sarah Palin, and Mike Huckabee combined."
true,"Says she has bipartisan support, including 53 sheriffs throughout the state, Democrats and Republicans."
true,"One in four Texans lacks health insurance, the highest proportion in the nation."
false,On repeal and replace of federal health care reform.
false,Our real unemployment is anywhere from 18 to 20 percent. Dont believe the 5.6. Dont believe it.
false,House Republicans just passed a bill that makes it legal for single mothers to be fired by their employers.
false,"Under Floridas voting law, a requirement to turn in voter registrations within 48 hours makes it impossible to meet the deadline if youre working right to the end of the week."
false,There are a multitude of vaccines that do not prevent deadly and crippling diseases.
false,China holds 26 percent of the U.S. debt.
true,Says Portland has higher standards than feds on allowed police use of force.
false,A National Football League lockout would cost Atlanta $160 million in lost jobs and revenue.
true,The Latino unemployment rate is higher than the white rate and the black rate is higher than the Latino rate.
false,President Obama has spent over $2 million in legal fees defending lawsuits about his birth certificate.
false,There's no rationing in any of these bills.
false,A bill backed by Sean Duffy and other House Republicans could actually require the Internal Revenue Service to conduct audits of rape victims who get an abortion.
false,Obamacare puts the federal government between you and your doctor.
false,Says Barack Obamas health care law will be the biggest job-killer ever.
true,"The cost to implement Florida's class size amendment so far has been ""$16 billion."""
false,Secretary Geithner has left the option on the table of abandoning the dollar for a multinational currency.
false,Says U.S. Rep. Martin Heinrich spent a trillion of our tax dollars on a stimulus for failed companies here and jobs overseas.
false,FCAT tests account for less than 1 percent of the instructional time provided during the year.
true,Obama put a 10 percent tax on tanning.
true,Says he sued Obamas EPA seven times.
true,"President Obama will now own 60 percent of GM, and his union buddies will own almost 20 percent."
false,"Says that since lawmakers acted, we have 130 new businesses across Texas doing helicopter hog hunts."
false,"Gas prices have doubled because Obama opposed exploring for energy in Alaska. He gave millions of tax dollars to Solyndra, which then went bankrupt. And he blocked the Keystone pipeline. So we will all pay more at the pump."
true,Californias credit rating is the worst in the country.
false,"Says Lee Leffingwell has been mayor of Austin, Texas for about as long as Sarah Palin was governor of Alaska."
false,"Because of President Barack Obamas failure to push job creation, the black unemployment rate in Ferguson, Mo., is three times higher than the white unemployment rate."
false,Says the National Labor Relations Board told Boeing that it couldnt build a factory in South Carolina because South Carolina is a right-to-work state.
true,"Since Newtown, more people have died at the end of a gun than we have lost in Afghanistan."
false,"The Trump Winery near Charlottesville, Va. is the largest winery on the East Coast."
true,Only 18 percent of jobs are accessible by transit for metro Atlanta residents. 33 percent for those living in the city.
true,"With those first principles, it allowed a fellow like me to get in his truck and go from one end of the state to the other; started 20 points down and wound up 20 points ahead on election night."
true,That luxury jet was over the top. I put it on eBay.
false,On supporting the budget proposed by Rep. Paul Ryan
true,"John McCain opposed bankruptcy protections for families ""who were only in bankruptcy because of medical expenses they couldn't pay."""
false,Claims Supreme Court Justice Ruth Bader Ginsburg said she prefers the South African Constitution over the United States Constitution.
true,Our national debt ... is on track to exceed the size of our entire economy ... in just two more years.
false,Says we could have saved ourselves the cost of building the Powell Butte water reservoir.
false,Says challenger Dominic Chavez is a Rick Perry Republican lobbyist.
true,"If you take into account all the people who are struggling for work, or have just stopped looking, the real unemployment rate is over 15 percent."
true,A congressional laundry closed due to the partial government shutdown.
false,"Says that under City Council Member Randi Shade, Austin had the highest city debt per person in Texas."
true,Gross income tax receipts are exceeding the Administrations projections for this fiscal year prior to Sandy.
true,"Because of a local version of Amendment 4, the taxpayers of St. Pete Beach have had to pay hundreds of thousands in legal bills."
false,The cheerleaders for the Dallas Cowboys have entertained more troops in the world than Bob Hope.
true,The Capitol rotunda was actually made to invite the people in and to accommodate protests.
false,"Over 214,000 doctors opt out of Obamacare exchanges."
false,Says a $12.5 million incentive deal she approved for Abbott Laboratories contained strong protections for taxpayers if job creation goals were not met.
true,The United States has one of the highest corporate tax rates in the world.
false,A legacy of taxing and borrowing crippled the economy we inherited two years ago.
true,"Charlie Crist ""bizarrely vetoed"" $9.7 million for a teaching hospital at the University of Florida ""despite having previously argued the budget request had merit."""
false,Says Barack Obama has gone from blaming George W. Bush to plagiarizing George W. Bush.
false,Donald Trump says all Mexicans are rapists.
false,2008: Unions Spent $400 Million to Elect Obama.
false,"Says Mary Burkes 2007-09 state budget had a tax hike of $1.8 billion -- costing every man, woman and child in the state an extra $310."
true,"Under current law, if you go on a dating website and you say youre 32 and youre actually 42, youve committed a misdemeanor."
true,The proposed raises for the Norcross City Council would put it in line with other liked-sized communities.
true,"There has never been a death caused by a [commercial nuclear] reactor in the United States, even when Three Mile Island failed in the 1970s."
true,"Obama spent ""40 percent of the PAC money, 43 percent to be exact, on Iowa, New Hampshire, Nevada and South Carolina politicians."""
true,Says Texas ranks last in the percentage of residents with high school diplomas.
false,The climate hasnt warmed in quite a few years. That is proven scientifically.
true,Says Bruce Springsteen played in 1975 at Seton Hall University in South Orange at Walsh gym.
false,A North Carolina study proves that probably over a million people voted twice in (the 2012) election.
false,Tarpon Springs takes its homeless to St. Petersburg.
true,The overall fact about illegal immigration is that its not actually getting worse.
true,More people are apprehended after illegally crossing the U.S.-Mexico border a week than are born in Texas each week.
true,"For more than 30 years after World War II, there was a steady reduction in U.S. debt as a percentage of gross domestic product."
true,"While I was working on those streets watching those folks see their jobs shift overseas, you were a corporate lawyer sitting on the board at Wal-Mart."
false,"When President Franklin D. Roosevelt started Social Security, it only affected widows and orphans, and when Medicare began, it was a small program."
true,The deficit was on track to top $1 trillion the year I took office.
false,Says Hillary Clinton refuses to testify before Congress about the 2012 attack in Benghazi.
false,Commerce Secretary nominee John Bryson appears to endorse world government.
false,Says Rob Portman even voted to allow people on the terrorism watch list to buy guns.
false,ISIS leader Abu Bakr al Baghdadi was released by Obama in 2009.
true,The NRA used to support expanded background checks.
false,"In the history of Republican primaries, Ive gotten the most votes in the history of the Republican party."
false,"When the New Hampshire Legislature raised the gasoline tax, gas prices in the state were skyrocketing."
true,Says that in the U.S. House of Representatives weve had bipartisan support for the repeal of Obamacare for getting rid of cap and trade for building the Keystone Pipeline.
false,"We will spend $100 billion in Afghanistan this year, fixing roads, building bridges, training police officers, and more, [and] cutting the same things in our own country."
true,Wrong precinct rules exacerbate our provisional ballot problems (and) HB 194 does nothing to solve the wrong-precinct problem.
true,Says Donald Trump used undocumented labor to build the Trump Tower.
true,Sharron Angle would eliminate the Department of Education.
false,On whether BPs $20 billion fund to compensate oil spill victims is a slush fund.
false,On in-state tuition for illegal immigrants.
true,The five economic indicators that the federal government tracks - for the first time since August 2006 - were positive this October.
false,What were the old annual deficits under Republicans have now become the monthly deficits under Democrats.
true,"Says a poll shows that without a name attached, Democrats are just one point behind Gov. John Kasich."
false,We spend almost twice as much per capita on health care as do the people of any other country.
false,On repealing the 17th Amendment
true,My property taxes went down largely because my technical college portion went down 35.5% because of the money we put in at state.
false,"Lots of studies seem to indicate that minors find it very easy to get marijuana, easier than to get alcohol."
false,Says President Obamas decision to not issue a permit for the Keystone XL pipeline meant we were denied the ability immediately to reduce prices at the pump.
true,Says she is the subject of 60 books.
true,"In writing his book, Gov. Perry pointed out that by any measure Social Security has been a failure."
false,The health care law reduces the number of uninsured in America by 3 percent for how much money? $2 trillion.
false,We import more oil today than ever before.
true,"Will Hurd tends to have a 96 percent straight Republican, straight party voting record."
true,Greece is not a big economy. Its about the size of metropolitan Miami.
true,Forty cents of every dollar being spent by the federal government is being borrowed from my children.
true,Cigarette butts poison babies and small children because of the nicotine in them.
true,"Since I took office, over 319,000 new private sector jobs have been created in Georgia with nearly 93,000 of those coming in the past 12 months."
false,Says President Obama was proposing pinprick strikes for military intervention in Syria.
false,Says there are no political prisoners in Cuba.
true,"First, he said he would leave residual forces in Iraq, and now he says he wouldn't."
true,"When Sen. Edwards ran in 2004, he wasn't for universal health care. I'm glad he is now."
true,Says Multnomah County libraries are open 44 hours per week the lowest of any library in the four-county region.
true,Says Mike Huckabee appeared in diabetes infomercials to endorse cures and treatments that no health agency supports.
false,"Says EPA regulation of greenhouse gases will endanger 575 Texas dairy facilities, 58 swine operations, 1,300 corn farms and 28,000 beef cattle operations."
false,"The Employment Non-Discrimination Act discriminates against Christian daycare, Christian parents, Christian business owners, and the rights of religious freedom."
true,"Now, I also support the Bush tax cuts. Sen. McCain voted against them originally. He now believes they should be made permanent. I'm glad he agrees they should be made permanent."
true,The mosquito population in South Florida is larger than it is in many other communities in the country.
true,"When the City and the Fairmount Park Conservancy invested $5 million in Hunting Park, crime went down 89 percent within a half mile radius of the park over the next three years."
true,Lets start with the premise that Rhode Island already has one of the 10 strictest [gun laws] amongst all the states.
true,"Says in our region, 2011 was worst drought year ever recorded."
false,"In the 1980s, The lowest income people had the biggest gains."
false,"For every one job created under the Obama administration, 75 people went on food stamps."
true,"If we got solar energy from an area of the Southwestern desert 100 miles on a side, that would be enough, in and of itself, to provide 100 percent of all the electricity needs for the United States of America in a full year."
true,Says Bernie Sanders was there when it came to (same-sex) marriage 20 years ago. ... He was there when it wasnt popular.
false,The administration has issued rules for $1 abortions in ObamaCare and requires all persons enrolled in insurance plans that include elective abortion coverage to pay an abortion premium.
false,Says Gov. Rick Perry has never held a private-sector job.
false,Illegal immigration costs state taxpayers over $3 billion every year.
false,"Says a liberal immigration reform group endorsed his GOP primary opponent, Dave Brat."
false,Welders make more money than philosophers.
true,Teddy Roosevelt first called for (health care) reform nearly a century ago.
true,"Charlie Crist broke the quarter ""record for fundraising in a U.S. Senate race in Florida."""
false,The American people spoke pretty loudly. They said stop all the looming tax hikes....
false,"For the hour after the (Jan. 14) debate, Debra Medina was the No. 1 search on Google and for the remainder of that night No. 3."
true,"When (John) Brennan ... was asked directly Is there any geographic limitation to your drone strike program? Brennan responded and said, no, there is no limitation."
true,"Says Time magazine called him ""one of America's best governors."""
true,On supporting the Supreme Court abortion decision Roe v. Wade
false,After four years of a celebrity president 85% (of recent college grads are) moving back in with their parents.
false,I was totally against the war in Iraq.
true,"There have been literally hundreds of new tax preferences and loopholes added to the code since 1986, last time we did this."
false,Says Suzanne Bonamici supports the $500 billion cut to Medicare passed last year.
false,"1928 was last time Republicans had the White House, the House and the Senate."
false,Hillary Clinton and Barack Obama want to raise taxes on all income brackets.
false,U.S. Sen. Saxby Chambliss votes more with Democrats than with conservatives.
true,"For the second quarter in a row, my campaign has raised more money than any other challenger in the nation and brought our fundraising total to over $800,000."
true,She stood by ground zero workers who sacrificed their health after so many sacrificed their lives and kept standing till this administration took action.
false,This is the first time since World War II that five nuclear-powered aircraft carriers were docked together.
true,"At the 50 Milwaukee schools serving at least 80% African-American and at least 80% low income students, the reading proficiency is 8%."
false,"If you're a small business and don't ""adopt the health care plan that Senator Obama mandates, he's going to fine you."""
false,"New jobs numbers are in, and Wisconsin has fallen to dead last in Midwest job growth."
false,Under the Baucus bill ... federal funds would subsidize coverage of elective abortions.
false,Cap-and-trade is wildly unpopular with Americans.
true,By registration fewer than 20 percent of Florida voters are Independents.
false,Teachers were not involved in developing the Common Core State Standards.
false,This (parent trigger) legislation was drafted by President Obamas top advisers. It was drafted by President Clintons top advisers.
true,"Today, we import triple the amount of oil than we had on the day Senator McCain took office."
true,Says four-year terms for City Council members are the norm in most cities of our size.
true,"Tommy Thompson is the father of welfare reform, creating the groundbreaking Wisconsin Works program in Wisconsin that became the model for national and international reforms."
true,We now sell more products made in America to the rest of the world than ever before.
true,The costs of cancer and all affiliated issues are over $20 billion a year to this state.
false,On a cap-and-trade plan.
false,The left is blatantly attempting to disrupt Georgias elections.
true,President Barack Obama reduced the cost of prescription drugs for nearly 3.6 million Americans in 2011.
false,Says Ted Cruz is a supporter of legalizing people that are in this country illegally and proposed giving them work permits.
false,On whether he wrote a provision that allowed AIG to dole out bonuses.
true,"Countries bombed: Obama 7, Bush 4"
false,U.S. Rep. Debbie Wasserman Schultz has blamed the Republicans for the creation of Hamas.
true,"Hillsboroughs Public Transportation Commission has a rule that says cabbies have to wear socks. I mean, please. Come on."
true,"Here in Virginia, we have the opportunity to become the first state on the East Coast to explore for and produce oil and natural gas offshore."
false,The McCain campaign is roughly in the position where Vice President Gore was running against President Bush one week before the election of 2000.
false,"Health care reform: Everything about it is going to raise costs, raise taxes and lower the quality of health care."
false,"Since 1965, the United States has spent untold trillions yet the poverty rate hasnt budged."
false,New Jersey is the only state in the union that spent less on higher education than it did at the beginning of the decade.
true,A million people a year come into the U.S. legally. No other country even comes close to that figure.
true,"When the Republicans were in charge, they actually expanded government health care with the prescription drug program."
false,On the Trans-Pacific Partnership.
false,"Says that when Congressman (Steve) Cohen took office in 2007, the unemployment rate was at 4.8 percent. The unemployment rate in Shelby County has reached 9.7 percent."
true,The Koch brothers are one of the biggest polluters in the country.
false,Says Texas is the only state that exempts jet fuel from its state motor fuels tax.
true,Says A baby in Coos County is two times as likely to be born to a mother who is someone who used tobacco during her pregnancy as is the average baby born in Oregon or the U.S.
true,"From a standpoint of the county government, neither school system has received an increase in funding over the past six years."
false,On reconciliation
false,Virginias current unemployment rate is the lowest in Virginia history.
true,Trenton politicians cut $1.3 billion from education.
false,"A new Colorado law literally allows residents to print ballots from their home computers, then encourages them to turn ballots over to collectors."
false,"During the Eisenhower Administration, not a single soldier died in combat."
true,On the Keystone XL pipeline
false,"California Senator, Democratic Senator Dianne Feinstein said if she could say to Mr. America and Mrs. America, Give me your guns, Im rounding em up, she would."
false,Says he has supported George Bush more than I have Barack Obama.
false,"By 2015, we will be sending so much interest to China that we will be paying for the entire Peoples Liberation Army."
false,Says the U.S. Senate has passed a budget over the last three years called the Budget Control Act.
false,Medicare officials have treated Humana and AARP inconsistently on how they can communicate with seniors.
false,The Islamic State just built a hotel in Syria.
true,The Iranians are now saying that what were saying the deal is and what they understand it to be are two different things.
true,The federal government has 77 different means-tested social welfare programs.
true,I have returned money every year since taking office.
true,"In the last 15 years, weve witnessed a dramatic expansion in the jailing of immigrants, from about 70,000 people detained annually to about 400,000."
false,Says Maryellen OShaughnessy accepted campaign cash from indicted politician Jimmy Dimora.
true,"You know, the approval rating of Congress is down to 13 percent."
true,"In Oregon, students are skipping math class to learn about the Bible."
true,The United States right now incarcerates more African-Americans as a percentage than apartheid South Africa did.
true,"Before 2005, the percentage of Texas high school students meeting the college readiness standards of the Texas Higher Education Coordinating Board stood at 28% in English and 42% in math. Those figures stood at 65% and 66% in 2013."
false,Georgia has a well-deserved reputation for setting the gold standard for food safety.
false,"If lawmakers fail to avert the fiscal cliff, 18 percent of the federal money that is sent to the states will be eliminated."
true,"In 2011, the average annual compensation for a teacher in the Milwaukee Public Schools system will exceed $100,000."
false,Says U.S. Rep. Paul Ryans budget proposal eliminates Medicare in 10 years.
false,About 800 people refused to get a drug screening because they are out there on drugs.
false,Says Tom Hughes supports paving over thousands of acres with over-development and sprawl.
true,David Cicilline was the state representative who opposed tough mandatory sentences for those convicted of domestic violence and child abuse.
false,Bill White ...offered sanctuary to illegal immigrants.
true,The GOP platform that seeks further limits on abortion and is silent on an exception for rape has been there for more than 30 years.
false,"Under the new Arizona immigration law, police can't stop someone to check their immigration status unless they think they see something illegal."
true,Fox News uses photo of a married couple promoting traditional marriage and the photo is actually of a same-sex couple.
false,"Every time we raise the minimum wage, the number of jobless people increases."
true,Trump Management was charged with discriminating against African-Americans and breaking federal law.
true,The National Park Service has an annual budget that is less than the city of Austin.
true,It is ironic that (First Energy Corp. is) going to have a name on our (football stadium) where we (Cleveland Public Power) supply the electricity.
true,"In 2011, more people were murdered with knives, hands or feet or clubs and hammers than with any type of rifle."
false,"As governor, Tim Kaine oversaw a huge increase in illegal immigration, a tremendous increase."
false,Virginias banning of felons from voting is a Jim Crow-era law.
false,Weve broken by millions the all-time record for votes in a GOP presidential primary election.
false,Only one out of 10 minimum wage workers today are teen age or a young person.
true,SaysBernie Sanders has reversed his position on immunity for gun manufacturers and sellers.
true,"The national economic recovery has led to higher than expected tax revenues and projected budget surpluses in nearly every state in the nation, including Wisconsin."
false,Says we are going to sell this house and use the proceeds to stabilize rates.
true,"Says he ""fought against $3 billion in cuts to public education since 2003."""
true,"When we moved into the White House, we had the lowest net worth of any family since Harry Truman."
false,Say easing restrictions on selling alcohol on Sundays will result in more traffic crashes and fatalities.
false,Right now the Tea Party polls higher than the Republicans and the Democrats.
true,The facts show that approximately 40 persons on death row have had all of their appellate review completed and await only the governors signature on a death warrant to end the case.
false,"If you give guns to gangs, you can get out of jail free, if (Californias Proposition 57) passes. If you do a drive-by shooting, you can get out of jail free, if Proposition 57 passes. If you discharge guns on a school yard, you can get out of jail free."
true,"I joined the Gang of 14, seven Republicans, seven Democrats, so that we wouldn't blow up the United States Senate. Sen. Obama had the opportunity to join that group. He chose not to."
false,"Gov. Nathan Deal has taken at least $15,600 from the (Koch brothers), their businesses, and their employees."
true,A man using bath salts reported that raccoons had set fire inside his home and stolen his cell phone.
true,"A couple retiring today will pay about $119,000 in lifetime Medicare taxes and receive about $357,000 in lifetime Medicare benefits. ... about 3 bucks in benefits for every dollar in taxes."
false,Says Scott Walker says he would ban stem cell research
